,station_name,station_id,latitude,longitude
186,Garrison Ave & Manida St,7905.05,40.818743,-73.890247
187,W 74 St & Columbus Ave,7230.1,40.7785669,-73.97754961
188,Madison Ave & E 26 St,6131.12,40.742684734875695,-73.98671329021454
189,W Mosholu Pkwy S & Sedgwick Ave,8841.03,40.88226,-73.88702
190,18 St & 27 Ave,7062.07,40.772768286288304,-73.92743647098541
191,21 St & 36 Ave,6729.02,40.7601853,-73.9362726
192,7 Ave & Central Park South,6912.01,40.7667405590595,-73.9790689945221
193,Lispenard St & Broadway,5391.06,40.71939226,-74.00247214
194,Broadway & E 14 St,5905.12,40.73454567,-73.99074142
195,Berkeley Pl & 6 Ave,4134.06,40.6765304,-73.97846879
196,N 11 St & Kent Ave,5489.04,40.72248188638219,-73.95921930670738
197,DeKalb Ave & Hudson Ave,4513.06,40.689888,-73.981013
198,Steinway St & 28 Ave,6915.02,40.7656251,-73.9136695
199,Grand St & Elizabeth St,5382.06,40.718822,-73.99596
200,14 St & 5 Ave,3771.06,40.666287,-73.98895053
201,Mt Morris Park W & W 120 St,7685.14,40.804038,-73.945925
202,Riverside Dr & W 78 St,7340.06,40.78414472,-73.98362492
203,Ditmars Blvd & 48 St,6935.01,40.769219,-73.901001
204,23 St & 3 Ave,3707.01,40.662611,-73.998623
205,E 5 St & Cooper Sq,5712.12,40.72769,-73.990993
206,W 107 St & Columbus Ave,7619.05,40.7997568,-73.9621128676
207,W 67 St & Broadway,7116.04,40.77492513,-73.98266566
208,Ditmars Blvd & 43 St,7039.03,40.771203,-73.903865
209,E 55 St & 2 Ave,6650.07,40.75797322,-73.96603308
210,Prospect Park SW & Greenwood Ave,3385.06,40.652563,-73.972573
211,30 Ave & 41 St,6812.06,40.763422,-73.914142
212,53 St & 4 Ave,3169.07,40.644862,-74.014531
213,Centre St & Worth St,5279.03,40.71494807,-74.00234482
214,31 Rd & 21 St,6929.02,40.766824,-73.930486
215,E 25 St & 1 Ave,6004.07,40.7381765,-73.97738662
216,Lexington Ave & E 36 St,6313.1,40.7475739589548,-73.9788007736206
217,Lexington Ave & E 26 St,6089.08,40.741459,-73.983293
